code,chinese_name,english_name
S89.041G,右側脛骨上端Salter-Harris Type IV 生長板骨折延遲癒合之後續照護,"Salter-Harris Type IV physeal fracture of upper end of right tibia, subsequent encounter for fracture with delayed healing"
S89.041K,右側脛骨上端Salter-Harris Type IV 生長板骨折未癒合之後續照護,"Salter-Harris Type IV physeal fracture of upper end of right tibia, subsequent encounter for fracture with nonunion"
S89.041P,右側脛骨上端Salter-Harris Type IV 生長板骨折癒合不良之後續照護,"Salter-Harris Type IV physeal fracture of upper end of right tibia, subsequent encounter for fracture with malunion"
S89.041S,右側脛骨上端Salter-Harris Type IV 生長板骨折之後遺症,"Salter-Harris Type IV physeal fracture of upper end of right tibia, sequela"
S89.042,左側脛骨上端Salter-Harris Type IV 生長板骨折,Salter-Harris Type IV physeal fracture of upper end of left tibia
S89.042A,左側脛骨上端Salter-Harris Type IV 生長板閉鎖性骨折之初期照護,"Salter-Harris Type IV physeal fracture of upper end of left tibia, initial encounter for closed fracture"
S89.042D,左側脛骨上端Salter-Harris Type IV 生長板骨折癒合之後續照護,"Salter-Harris Type IV physeal fracture of upper end of left tibia, subsequent encounter for fracture with routine healing"
S89.042G,左側脛骨上端Salter-Harris Type IV 生長板骨折延遲癒合之後續照護,"Salter-Harris Type IV physeal fracture of upper end of left tibia, subsequent encounter for fracture with delayed healing"
S89.042K,左側脛骨上端Salter-Harris Type IV 生長板骨折未癒合之後續照護,"Salter-Harris Type IV physeal fracture of upper end of left tibia, subsequent encounter for fracture with nonunion"
S89.042P,左側脛骨上端Salter-Harris Type IV 生長板骨折癒合不良之後續照護,"Salter-Harris Type IV physeal fracture of upper end of left tibia, subsequent encounter for fracture with malunion"
S89.042S,左側脛骨上端Salter-Harris Type IV 生長板骨折之後遺症,"Salter-Harris Type IV physeal fracture of upper end of left tibia, sequela"
S89.049,未明示側性脛骨上端Salter-Harris Type IV 生長板骨折,Salter-Harris Type IV physeal fracture of upper end of unspecified tibia
S89.049A,未明示側性脛骨上端Salter-Harris Type IV 生長板閉鎖性骨折之初期照護,"Salter-Harris Type IV physeal fracture of upper end of unspecified tibia, initial encounter for closed fracture"
S89.049D,未明示側性脛骨上端Salter-Harris Type IV 生長板骨折癒合之後續照護,"Salter-Harris Type IV physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with routine healing"
S89.049G,未明示側性脛骨上端Salter-Harris Type IV 生長板骨折延遲癒合之後續照護,"Salter-Harris Type IV physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with delayed healing"
S89.049K,未明示側性脛骨上端Salter-Harris Type IV 生長板骨折未癒合之後續照護,"Salter-Harris Type IV physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with nonunion"
S89.049P,未明示側性脛骨上端Salter-Harris Type IV 生長板骨折癒合不良之後續照護,"Salter-Harris Type IV physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with malunion"
S89.049S,未明示側性脛骨上端Salter-Harris Type IV 生長板骨折之後遺症,"Salter-Harris Type IV physeal fracture of upper end of unspecified tibia, sequela"
S89.09,脛骨上端其他生長板骨折,Other physeal fracture of upper end of tibia
S89.091,右側脛骨上端其他生長板骨折,Other physeal fracture of upper end of right tibia
S89.091A,右側脛骨上端其他生長板閉鎖性骨折之初期照護,"Other physeal fracture of upper end of right tibia, initial encounter for closed fracture"
S89.091D,右側脛骨上端其他生長板骨折癒合之後續照護,"Other physeal fracture of upper end of right tibia, subsequent encounter for fracture with routine healing"
S89.091G,右側脛骨上端其他生長板骨折延遲癒合之後續照護,"Other physeal fracture of upper end of right tibia, subsequent encounter for fracture with delayed healing"
S89.091K,右側脛骨上端其他生長板骨折未癒合之後續照護,"Other physeal fracture of upper end of right tibia, subsequent encounter for fracture with nonunion"
S89.091P,右側脛骨上端其他生長板骨折癒合不良之後續照護,"Other physeal fracture of upper end of right tibia, subsequent encounter for fracture with malunion"
S89.091S,右側脛骨上端其他生長板骨折之後遺症,"Other physeal fracture of upper end of right tibia, sequela"
S89.092,左側脛骨上端其他生長板骨折,Other physeal fracture of upper end of left tibia
S89.092A,左側脛骨上端其他生長板閉鎖性骨折之初期照護,"Other physeal fracture of upper end of left tibia, initial encounter for closed fracture"
S89.092D,左側脛骨上端其他生長板骨折癒合之後續照護,"Other physeal fracture of upper end of left tibia, subsequent encounter for fracture with routine healing"
S89.092G,左側脛骨上端其他生長板骨折延遲癒合之後續照護,"Other physeal fracture of upper end of left tibia, subsequent encounter for fracture with delayed healing"
S89.092K,左側脛骨上端其他生長板骨折未癒合之後續照護,"Other physeal fracture of upper end of left tibia, subsequent encounter for fracture with nonunion"
S89.092P,左側脛骨上端其他生長板骨折癒合不良之後續照護,"Other physeal fracture of upper end of left tibia, subsequent encounter for fracture with malunion"
S89.092S,左側脛骨上端其他生長板骨折之後遺症,"Other physeal fracture of upper end of left tibia, sequela"
S89.099,未明示側性脛骨上端其他生長板骨折,Other physeal fracture of upper end of unspecified tibia
S89.099A,未明示側性脛骨上端其他生長板閉鎖性骨折之初期照護,"Other physeal fracture of upper end of unspecified tibia, initial encounter for closed fracture"
S89.099D,未明示側性脛骨上端其他生長板骨折癒合之後續照護,"Other physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with routine healing"
S89.099G,未明示側性脛骨上端其他生長板骨折延遲癒合之後續照護,"Other physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with delayed healing"
S89.099K,未明示側性脛骨上端其他生長板骨折未癒合之後續照護,"Other physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with nonunion"
S89.099P,未明示側性脛骨上端其他生長板骨折癒合不良之後續照護,"Other physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with malunion"
S89.099S,未明示側性脛骨上端其他生長板骨折之後遺症,"Other physeal fracture of upper end of unspecified tibia, sequela"
S89.1,脛骨下端生長板骨折,Physeal fracture of lower end of tibia
S89.10,脛骨下端生長板骨折,Unspecified physeal fracture of lower end of tibia
S89.101,右側脛骨下端生長板骨折,Unspecified physeal fracture of lower end of right tibia
S89.101A,右側脛骨下端生長板閉鎖性骨折之初期照護,"Unspecified physeal fracture of lower end of right tibia, initial encounter for closed fracture"
S89.101D,右側脛骨下端生長板骨折癒合之後續照護,"Unspecified physeal fracture of lower end of right tibia, subsequent encounter for fracture with routine healing"
S89.101G,右側脛骨下端生長板骨折延遲癒合之後續照護,"Unspecified physeal fracture of lower end of right tibia, subsequent encounter for fracture with delayed healing"
S89.101K,右側脛骨下端生長板骨折未癒合之後續照護,"Unspecified physeal fracture of lower end of right tibia, subsequent encounter for fracture with nonunion"
S89.101P,右側脛骨下端生長板骨折癒合不良之後續照護,"Unspecified physeal fracture of lower end of right tibia, subsequent encounter for fracture with malunion"
S89.101S,右側脛骨下端生長板骨折之後遺症,"Unspecified physeal fracture of lower end of right tibia, sequela"
S89.102,左側脛骨下端生長板骨折,Unspecified physeal fracture of lower end of left tibia
S89.102A,左側脛骨下端生長板閉鎖性骨折之初期照護,"Unspecified physeal fracture of lower end of left tibia, initial encounter for closed fracture"
S89.102D,左側脛骨下端生長板骨折癒合之後續照護,"Unspecified physeal fracture of lower end of left tibia, subsequent encounter for fracture with routine healing"
S89.102G,左側脛骨下端生長板骨折延遲癒合之後續照護,"Unspecified physeal fracture of lower end of left tibia, subsequent encounter for fracture with delayed healing"
S89.102K,左側脛骨下端生長板骨折未癒合之後續照護,"Unspecified physeal fracture of lower end of left tibia, subsequent encounter for fracture with nonunion"
S89.102P,左側脛骨下端生長板骨折癒合不良之後續照護,"Unspecified physeal fracture of lower end of left tibia, subsequent encounter for fracture with malunion"
S89.102S,左側脛骨下端生長板骨折之後遺症,"Unspecified physeal fracture of lower end of left tibia, sequela"
S89.109,未明示側性脛骨下端生長板骨折,Unspecified physeal fracture of lower end of unspecified tibia
S89.109A,未明示側性脛骨下端生長板閉鎖性骨折之初期照護,"Unspecified physeal fracture of lower end of unspecified tibia, initial encounter for closed fracture"
S89.109D,未明示側性脛骨下端生長板骨折癒合之後續照護,"Unspecified physeal fracture of lower end of unspecified tibia, subsequent encounter for fracture with routine healing"
S89.109G,未明示側性脛骨下端生長板骨折延遲癒合之後續照護,"Unspecified physeal fracture of lower end of unspecified tibia, subsequent encounter for fracture with delayed healing"
S89.109K,未明示側性脛骨下端生長板骨折未癒合之後續照護,"Unspecified physeal fracture of lower end of unspecified tibia, subsequent encounter for fracture with nonunion"
S89.109P,未明示側性脛骨下端生長板骨折癒合不良之後續照護,"Unspecified physeal fracture of lower end of unspecified tibia, subsequent encounter for fracture with malunion"
S89.109S,未明示側性脛骨下端生長板骨折之後遺症,"Unspecified physeal fracture of lower end of unspecified tibia, sequela"
S89.11,脛骨下端Salter-Harris Type I 生長板骨折,Salter-Harris Type I physeal fracture of lower end of tibia
S89.111,右側脛骨下端Salter-Harris Type I 生長板骨折,Salter-Harris Type I physeal fracture of lower end of right tibia
S89.111A,右側脛骨下端Salter-Harris Type I 生長板閉鎖性骨折之初期照護,"Salter-Harris Type I physeal fracture of lower end of right tibia, initial encounter for closed fracture"
S89.111D,右側脛骨下端Salter-Harris Type I 生長板骨折癒合之後續照護,"Salter-Harris Type I physeal fracture of lower end of right tibia, subsequent encounter for fracture with routine healing"
S89.111G,右側脛骨下端Salter-Harris Type I 生長板骨折延遲癒合之後續照護,"Salter-Harris Type I physeal fracture of lower end of right tibia, subsequent encounter for fracture with delayed healing"
